Name, Original Size, LZ77 Size, LOOK_AHEAD, SEARCH_SIZE
NMEArossio-residencia100.json,1765,1180,100,100
NMEArossio-residencia100.json,1765,1182,100,110
NMEArossio-residencia100.json,1765,1185,100,120
NMEArossio-residencia100.json,1765,1187,100,130
NMEArossio-residencia100.json,1765,1190,100,140
NMEArossio-residencia100.json,1765,1192,100,150
NMEArossio-residencia100.json,1765,1195,100,160
NMEArossio-residencia100.json,1765,1197,100,170
NMEArossio-residencia100.json,1765,1200,100,180
NMEArossio-residencia100.json,1765,1202,100,190
NMEArossio-residencia100.json,1765,1205,100,200
NMEArossio-residencia100.json,1765,1207,100,210
NMEArossio-residencia100.json,1765,1210,100,220
NMEArossio-residencia100.json,1765,1212,100,230
NMEArossio-residencia100.json,1765,1215,100,240
NMEArossio-residencia100.json,1765,1217,100,250
NMEArossio-residencia100.json,1765,1173,110,100
NMEArossio-residencia100.json,1765,1175,110,110
NMEArossio-residencia100.json,1765,1178,110,120
NMEArossio-residencia100.json,1765,1180,110,130
NMEArossio-residencia100.json,1765,1183,110,140
NMEArossio-residencia100.json,1765,1185,110,150
NMEArossio-residencia100.json,1765,1188,110,160
NMEArossio-residencia100.json,1765,1190,110,170
NMEArossio-residencia100.json,1765,1193,110,180
NMEArossio-residencia100.json,1765,1195,110,190
NMEArossio-residencia100.json,1765,1198,110,200
NMEArossio-residencia100.json,1765,1200,110,210
NMEArossio-residencia100.json,1765,1203,110,220
NMEArossio-residencia100.json,1765,1205,110,230
NMEArossio-residencia100.json,1765,1208,110,240
NMEArossio-residencia100.json,1765,1210,110,250
NMEArossio-residencia100.json,1765,1173,120,100
NMEArossio-residencia100.json,1765,1175,120,110
NMEArossio-residencia100.json,1765,1178,120,120
NMEArossio-residencia100.json,1765,1180,120,130
NMEArossio-residencia100.json,1765,1183,120,140
NMEArossio-residencia100.json,1765,1185,120,150
NMEArossio-residencia100.json,1765,1188,120,160
NMEArossio-residencia100.json,1765,1190,120,170
NMEArossio-residencia100.json,1765,1193,120,180
NMEArossio-residencia100.json,1765,1195,120,190
NMEArossio-residencia100.json,1765,1198,120,200
NMEArossio-residencia100.json,1765,1200,120,210
NMEArossio-residencia100.json,1765,1203,120,220
NMEArossio-residencia100.json,1765,1205,120,230
NMEArossio-residencia100.json,1765,1208,120,240
NMEArossio-residencia100.json,1765,1210,120,250
NMEArossio-residencia100.json,1765,1215,130,100
NMEArossio-residencia100.json,1765,1218,130,110
NMEArossio-residencia100.json,1765,1220,130,120
NMEArossio-residencia100.json,1765,1223,130,130
NMEArossio-residencia100.json,1765,1225,130,140
NMEArossio-residencia100.json,1765,1228,130,150
NMEArossio-residencia100.json,1765,1230,130,160
NMEArossio-residencia100.json,1765,1233,130,170
NMEArossio-residencia100.json,1765,1235,130,180
NMEArossio-residencia100.json,1765,1238,130,190
NMEArossio-residencia100.json,1765,1240,130,200
NMEArossio-residencia100.json,1765,1243,130,210
NMEArossio-residencia100.json,1765,1245,130,220
NMEArossio-residencia100.json,1765,1248,130,230
NMEArossio-residencia100.json,1765,1250,130,240
NMEArossio-residencia100.json,1765,1253,130,250
NMEArossio-residencia100.json,1765,1215,140,100
NMEArossio-residencia100.json,1765,1218,140,110
NMEArossio-residencia100.json,1765,1220,140,120
NMEArossio-residencia100.json,1765,1223,140,130
NMEArossio-residencia100.json,1765,1225,140,140
NMEArossio-residencia100.json,1765,1228,140,150
NMEArossio-residencia100.json,1765,1230,140,160
NMEArossio-residencia100.json,1765,1233,140,170
NMEArossio-residencia100.json,1765,1235,140,180
NMEArossio-residencia100.json,1765,1238,140,190
NMEArossio-residencia100.json,1765,1240,140,200
NMEArossio-residencia100.json,1765,1243,140,210
NMEArossio-residencia100.json,1765,1245,140,220
NMEArossio-residencia100.json,1765,1248,140,230
NMEArossio-residencia100.json,1765,1250,140,240
NMEArossio-residencia100.json,1765,1253,140,250
NMEArossio-residencia100.json,1765,1215,150,100
NMEArossio-residencia100.json,1765,1218,150,110
NMEArossio-residencia100.json,1765,1220,150,120
NMEArossio-residencia100.json,1765,1223,150,130
NMEArossio-residencia100.json,1765,1225,150,140
NMEArossio-residencia100.json,1765,1228,150,150
NMEArossio-residencia100.json,1765,1230,150,160
NMEArossio-residencia100.json,1765,1233,150,170
NMEArossio-residencia100.json,1765,1235,150,180
NMEArossio-residencia100.json,1765,1238,150,190
NMEArossio-residencia100.json,1765,1240,150,200
NMEArossio-residencia100.json,1765,1243,150,210
NMEArossio-residencia100.json,1765,1245,150,220
NMEArossio-residencia100.json,1765,1248,150,230
NMEArossio-residencia100.json,1765,1250,150,240
NMEArossio-residencia100.json,1765,1253,150,250
NMEArossio-residencia100.json,1765,1215,160,100
NMEArossio-residencia100.json,1765,1218,160,110
NMEArossio-residencia100.json,1765,1220,160,120
NMEArossio-residencia100.json,1765,1223,160,130
NMEArossio-residencia100.json,1765,1225,160,140
NMEArossio-residencia100.json,1765,1228,160,150
NMEArossio-residencia100.json,1765,1230,160,160
NMEArossio-residencia100.json,1765,1233,160,170
NMEArossio-residencia100.json,1765,1235,160,180
NMEArossio-residencia100.json,1765,1238,160,190
NMEArossio-residencia100.json,1765,1240,160,200
NMEArossio-residencia100.json,1765,1243,160,210
NMEArossio-residencia100.json,1765,1245,160,220
NMEArossio-residencia100.json,1765,1248,160,230
NMEArossio-residencia100.json,1765,1250,160,240
NMEArossio-residencia100.json,1765,1253,160,250
NMEArossio-residencia100.json,1765,1215,170,100
NMEArossio-residencia100.json,1765,1218,170,110
NMEArossio-residencia100.json,1765,1220,170,120
NMEArossio-residencia100.json,1765,1223,170,130
NMEArossio-residencia100.json,1765,1225,170,140
NMEArossio-residencia100.json,1765,1228,170,150
NMEArossio-residencia100.json,1765,1230,170,160
NMEArossio-residencia100.json,1765,1233,170,170
NMEArossio-residencia100.json,1765,1235,170,180
NMEArossio-residencia100.json,1765,1238,170,190
NMEArossio-residencia100.json,1765,1240,170,200
