Name, Original Size, LZ77 Size, LOOK_AHEAD, SEARCH_SIZE
NMEAzigzagfortios200.json,3365,1993,100,100
NMEAzigzagfortios200.json,3365,1996,100,110
NMEAzigzagfortios200.json,3365,1998,100,120
NMEAzigzagfortios200.json,3365,2001,100,130
NMEAzigzagfortios200.json,3365,2003,100,140
NMEAzigzagfortios200.json,3365,2006,100,150
NMEAzigzagfortios200.json,3365,2008,100,160
NMEAzigzagfortios200.json,3365,2011,100,170
NMEAzigzagfortios200.json,3365,2013,100,180
NMEAzigzagfortios200.json,3365,2016,100,190
NMEAzigzagfortios200.json,3365,2018,100,200
NMEAzigzagfortios200.json,3365,2021,100,210
NMEAzigzagfortios200.json,3365,2023,100,220
NMEAzigzagfortios200.json,3365,2026,100,230
NMEAzigzagfortios200.json,3365,2028,100,240
NMEAzigzagfortios200.json,3365,2031,100,250
NMEAzigzagfortios200.json,3365,1993,110,100
NMEAzigzagfortios200.json,3365,1996,110,110
NMEAzigzagfortios200.json,3365,1998,110,120
NMEAzigzagfortios200.json,3365,2001,110,130
NMEAzigzagfortios200.json,3365,2003,110,140
NMEAzigzagfortios200.json,3365,2006,110,150
NMEAzigzagfortios200.json,3365,2008,110,160
NMEAzigzagfortios200.json,3365,2011,110,170
NMEAzigzagfortios200.json,3365,2013,110,180
NMEAzigzagfortios200.json,3365,2016,110,190
NMEAzigzagfortios200.json,3365,2018,110,200
NMEAzigzagfortios200.json,3365,2021,110,210
NMEAzigzagfortios200.json,3365,2023,110,220
NMEAzigzagfortios200.json,3365,2026,110,230
NMEAzigzagfortios200.json,3365,2028,110,240
NMEAzigzagfortios200.json,3365,2031,110,250
NMEAzigzagfortios200.json,3365,1986,120,100
NMEAzigzagfortios200.json,3365,1989,120,110
NMEAzigzagfortios200.json,3365,1991,120,120
NMEAzigzagfortios200.json,3365,1994,120,130
NMEAzigzagfortios200.json,3365,1996,120,140
NMEAzigzagfortios200.json,3365,1999,120,150
NMEAzigzagfortios200.json,3365,2001,120,160
NMEAzigzagfortios200.json,3365,2004,120,170
NMEAzigzagfortios200.json,3365,2006,120,180
NMEAzigzagfortios200.json,3365,2009,120,190
NMEAzigzagfortios200.json,3365,2011,120,200
NMEAzigzagfortios200.json,3365,2014,120,210
NMEAzigzagfortios200.json,3365,2016,120,220
NMEAzigzagfortios200.json,3365,2019,120,230
NMEAzigzagfortios200.json,3365,2021,120,240
NMEAzigzagfortios200.json,3365,2024,120,250
NMEAzigzagfortios200.json,3365,2059,130,100
NMEAzigzagfortios200.json,3365,2061,130,110
NMEAzigzagfortios200.json,3365,2064,130,120
NMEAzigzagfortios200.json,3365,2066,130,130
NMEAzigzagfortios200.json,3365,2069,130,140
NMEAzigzagfortios200.json,3365,2071,130,150
NMEAzigzagfortios200.json,3365,2074,130,160
NMEAzigzagfortios200.json,3365,2076,130,170
NMEAzigzagfortios200.json,3365,2079,130,180
NMEAzigzagfortios200.json,3365,2081,130,190
NMEAzigzagfortios200.json,3365,2084,130,200
NMEAzigzagfortios200.json,3365,2086,130,210
NMEAzigzagfortios200.json,3365,2089,130,220
NMEAzigzagfortios200.json,3365,2091,130,230
NMEAzigzagfortios200.json,3365,2094,130,240
NMEAzigzagfortios200.json,3365,2096,130,250
NMEAzigzagfortios200.json,3365,2055,140,100
NMEAzigzagfortios200.json,3365,2058,140,110
NMEAzigzagfortios200.json,3365,2060,140,120
NMEAzigzagfortios200.json,3365,2063,140,130
NMEAzigzagfortios200.json,3365,2065,140,140
NMEAzigzagfortios200.json,3365,2068,140,150
NMEAzigzagfortios200.json,3365,2070,140,160
NMEAzigzagfortios200.json,3365,2073,140,170
NMEAzigzagfortios200.json,3365,2075,140,180
NMEAzigzagfortios200.json,3365,2078,140,190
NMEAzigzagfortios200.json,3365,2080,140,200
NMEAzigzagfortios200.json,3365,2083,140,210
NMEAzigzagfortios200.json,3365,2085,140,220
NMEAzigzagfortios200.json,3365,2088,140,230
NMEAzigzagfortios200.json,3365,2090,140,240
NMEAzigzagfortios200.json,3365,2093,140,250
NMEAzigzagfortios200.json,3365,2055,150,100
NMEAzigzagfortios200.json,3365,2058,150,110
NMEAzigzagfortios200.json,3365,2060,150,120
NMEAzigzagfortios200.json,3365,2063,150,130
NMEAzigzagfortios200.json,3365,2065,150,140
NMEAzigzagfortios200.json,3365,2068,150,150
NMEAzigzagfortios200.json,3365,2070,150,160
NMEAzigzagfortios200.json,3365,2073,150,170
NMEAzigzagfortios200.json,3365,2075,150,180
NMEAzigzagfortios200.json,3365,2078,150,190
NMEAzigzagfortios200.json,3365,2080,150,200
NMEAzigzagfortios200.json,3365,2083,150,210
NMEAzigzagfortios200.json,3365,2085,150,220
NMEAzigzagfortios200.json,3365,2088,150,230
NMEAzigzagfortios200.json,3365,2090,150,240
NMEAzigzagfortios200.json,3365,2093,150,250
NMEAzigzagfortios200.json,3365,2055,160,100
NMEAzigzagfortios200.json,3365,2058,160,110
NMEAzigzagfortios200.json,3365,2060,160,120
NMEAzigzagfortios200.json,3365,2063,160,130
NMEAzigzagfortios200.json,3365,2065,160,140
NMEAzigzagfortios200.json,3365,2068,160,150
NMEAzigzagfortios200.json,3365,2070,160,160
NMEAzigzagfortios200.json,3365,2073,160,170
NMEAzigzagfortios200.json,3365,2075,160,180
NMEAzigzagfortios200.json,3365,2078,160,190
NMEAzigzagfortios200.json,3365,2080,160,200
NMEAzigzagfortios200.json,3365,2083,160,210
NMEAzigzagfortios200.json,3365,2085,160,220
NMEAzigzagfortios200.json,3365,2088,160,230
NMEAzigzagfortios200.json,3365,2090,160,240
NMEAzigzagfortios200.json,3365,2093,160,250
NMEAzigzagfortios200.json,3365,2055,170,100
NMEAzigzagfortios200.json,3365,2058,170,110
NMEAzigzagfortios200.json,3365,2060,170,120
NMEAzigzagfortios200.json,3365,2063,170,130
NMEAzigzagfortios200.json,3365,2065,170,140
NMEAzigzagfortios200.json,3365,2068,170,150
NMEAzigzagfortios200.json,3365,2070,170,160
NMEAzigzagfortios200.json,3365,2073,170,170
NMEAzigzagfortios200.json,3365,2075,170,180
NMEAzigzagfortios200.json,3365,2078,170,190
NMEAzigzagfortios200.json,3365,2080,170,200
NMEAzigzagfortios200.json,3365,2083,170,210
NMEAzigzagfortios200.json,3365,2085,170,220
NMEAzigzagfortios200.json,3365,2088,170,230
NMEAzigzagfortios200.json,3365,2090,170,240
NMEAzigzagfortios200.json,3365,2093,170,250
NMEAzigzagfortios200.json,3365,2052,180,100
NMEAzigzagfortios200.json,3365,2054,180,110
NMEAzigzagfortios200.json,3365,2057,180,120
NMEAzigzagfortios200.json,3365,2059,180,130
NMEAzigzagfortios200.json,3365,2062,180,140
NMEAzigzagfortios200.json,3365,2064,180,150
NMEAzigzagfortios200.json,3365,2067,180,160
NMEAzigzagfortios200.json,3365,2069,180,170
NMEAzigzagfortios200.json,3365,2072,180,180
NMEAzigzagfortios200.json,3365,2074,180,190
NMEAzigzagfortios200.json,3365,2077,180,200
NMEAzigzagfortios200.json,3365,2079,180,210
NMEAzigzagfortios200.json,3365,2082,180,220
NMEAzigzagfortios200.json,3365,2084,180,230
NMEAzigzagfortios200.json,3365,2087,180,240
NMEAzigzagfortios200.json,3365,2089,180,250
NMEAzigzagfortios200.json,3365,2048,190,100
NMEAzigzagfortios200.json,3365,2051,190,110
NMEAzigzagfortios200.json,3365,2053,190,120
NMEAzigzagfortios200.json,3365,2056,190,130
NMEAzigzagfortios200.json,3365,2058,190,140
NMEAzigzagfortios200.json,3365,2061,190,150
NMEAzigzagfortios200.json,3365,2063,190,160
NMEAzigzagfortios200.json,3365,2066,190,170
NMEAzigzagfortios200.json,3365,2068,190,180
NMEAzigzagfortios200.json,3365,2071,190,190
NMEAzigzagfortios200.json,3365,2073,190,200
NMEAzigzagfortios200.json,3365,2076,190,210
NMEAzigzagfortios200.json,3365,2078,190,220
NMEAzigzagfortios200.json,3365,2081,190,230
NMEAzigzagfortios200.json,3365,2083,190,240
