Name, Original Size, Huffman, LZ77, LZW, LRE
NMEAzigzagportalegre200.json,3365,1689,3543,2280,3365
NMEArossio-fortios200.json,3365,1690,3456,2284,3365
NMEArossio-urra200.json,6629,3010,7353,3834,6629
NMEAzigzagfortios200.json,3365,1654,3327,2216,3365
NMEArossio-carreiras200.json,3365,1671,3264,2282,3365
NMEAperimetroportalegre200.json,3365,1687,3402,2252,3365
