Name, Original Size, LZ77 Size, LOOK_AHEAD, SEARCH_SIZE
NMEAperimetroZI100.json,2759,1159,100,100
NMEAperimetroZI100.json,2759,1162,100,110
NMEAperimetroZI100.json,2759,1164,100,120
NMEAperimetroZI100.json,2759,1167,100,130
NMEAperimetroZI100.json,2759,1169,100,140
NMEAperimetroZI100.json,2759,1172,100,150
NMEAperimetroZI100.json,2759,1174,100,160
NMEAperimetroZI100.json,2759,1177,100,170
NMEAperimetroZI100.json,2759,1179,100,180
NMEAperimetroZI100.json,2759,1182,100,190
NMEAperimetroZI100.json,2759,1184,100,200
NMEAperimetroZI100.json,2759,1187,100,210
NMEAperimetroZI100.json,2759,1189,100,220
NMEAperimetroZI100.json,2759,1192,100,230
NMEAperimetroZI100.json,2759,1194,100,240
NMEAperimetroZI100.json,2759,1197,100,250
NMEAperimetroZI100.json,2759,1156,110,100
NMEAperimetroZI100.json,2759,1159,110,110
NMEAperimetroZI100.json,2759,1161,110,120
NMEAperimetroZI100.json,2759,1164,110,130
NMEAperimetroZI100.json,2759,1166,110,140
NMEAperimetroZI100.json,2759,1169,110,150
NMEAperimetroZI100.json,2759,1171,110,160
NMEAperimetroZI100.json,2759,1174,110,170
NMEAperimetroZI100.json,2759,1176,110,180
NMEAperimetroZI100.json,2759,1179,110,190
NMEAperimetroZI100.json,2759,1181,110,200
NMEAperimetroZI100.json,2759,1184,110,210
NMEAperimetroZI100.json,2759,1186,110,220
NMEAperimetroZI100.json,2759,1189,110,230
NMEAperimetroZI100.json,2759,1191,110,240
NMEAperimetroZI100.json,2759,1194,110,250
NMEAperimetroZI100.json,2759,1156,120,100
NMEAperimetroZI100.json,2759,1159,120,110
NMEAperimetroZI100.json,2759,1161,120,120
NMEAperimetroZI100.json,2759,1164,120,130
NMEAperimetroZI100.json,2759,1166,120,140
NMEAperimetroZI100.json,2759,1169,120,150
NMEAperimetroZI100.json,2759,1171,120,160
NMEAperimetroZI100.json,2759,1174,120,170
NMEAperimetroZI100.json,2759,1176,120,180
NMEAperimetroZI100.json,2759,1179,120,190
NMEAperimetroZI100.json,2759,1181,120,200
NMEAperimetroZI100.json,2759,1184,120,210
NMEAperimetroZI100.json,2759,1186,120,220
NMEAperimetroZI100.json,2759,1189,120,230
NMEAperimetroZI100.json,2759,1191,120,240
NMEAperimetroZI100.json,2759,1194,120,250
NMEAperimetroZI100.json,2759,1194,130,100
NMEAperimetroZI100.json,2759,1197,130,110
NMEAperimetroZI100.json,2759,1199,130,120
NMEAperimetroZI100.json,2759,1202,130,130
NMEAperimetroZI100.json,2759,1204,130,140
NMEAperimetroZI100.json,2759,1207,130,150
NMEAperimetroZI100.json,2759,1209,130,160
NMEAperimetroZI100.json,2759,1212,130,170
NMEAperimetroZI100.json,2759,1214,130,180
NMEAperimetroZI100.json,2759,1217,130,190
NMEAperimetroZI100.json,2759,1219,130,200
NMEAperimetroZI100.json,2759,1222,130,210
NMEAperimetroZI100.json,2759,1224,130,220
NMEAperimetroZI100.json,2759,1227,130,230
NMEAperimetroZI100.json,2759,1229,130,240
NMEAperimetroZI100.json,2759,1232,130,250
NMEAperimetroZI100.json,2759,1194,140,100
NMEAperimetroZI100.json,2759,1197,140,110
NMEAperimetroZI100.json,2759,1199,140,120
NMEAperimetroZI100.json,2759,1202,140,130
NMEAperimetroZI100.json,2759,1204,140,140
NMEAperimetroZI100.json,2759,1207,140,150
NMEAperimetroZI100.json,2759,1209,140,160
NMEAperimetroZI100.json,2759,1212,140,170
NMEAperimetroZI100.json,2759,1214,140,180
NMEAperimetroZI100.json,2759,1217,140,190
NMEAperimetroZI100.json,2759,1219,140,200
NMEAperimetroZI100.json,2759,1222,140,210
NMEAperimetroZI100.json,2759,1224,140,220
NMEAperimetroZI100.json,2759,1227,140,230
NMEAperimetroZI100.json,2759,1229,140,240
NMEAperimetroZI100.json,2759,1232,140,250
NMEAperimetroZI100.json,2759,1187,150,100
NMEAperimetroZI100.json,2759,1190,150,110
NMEAperimetroZI100.json,2759,1192,150,120
NMEAperimetroZI100.json,2759,1195,150,130
NMEAperimetroZI100.json,2759,1197,150,140
NMEAperimetroZI100.json,2759,1200,150,150
NMEAperimetroZI100.json,2759,1202,150,160
NMEAperimetroZI100.json,2759,1205,150,170
NMEAperimetroZI100.json,2759,1207,150,180
NMEAperimetroZI100.json,2759,1210,150,190
NMEAperimetroZI100.json,2759,1212,150,200
NMEAperimetroZI100.json,2759,1215,150,210
NMEAperimetroZI100.json,2759,1217,150,220
NMEAperimetroZI100.json,2759,1220,150,230
NMEAperimetroZI100.json,2759,1222,150,240
NMEAperimetroZI100.json,2759,1225,150,250
NMEAperimetroZI100.json,2759,1187,160,100
NMEAperimetroZI100.json,2759,1190,160,110
NMEAperimetroZI100.json,2759,1192,160,120
NMEAperimetroZI100.json,2759,1195,160,130
NMEAperimetroZI100.json,2759,1197,160,140
NMEAperimetroZI100.json,2759,1200,160,150
NMEAperimetroZI100.json,2759,1202,160,160
NMEAperimetroZI100.json,2759,1205,160,170
NMEAperimetroZI100.json,2759,1207,160,180
NMEAperimetroZI100.json,2759,1210,160,190
NMEAperimetroZI100.json,2759,1212,160,200
NMEAperimetroZI100.json,2759,1215,160,210
NMEAperimetroZI100.json,2759,1217,160,220
NMEAperimetroZI100.json,2759,1220,160,230
NMEAperimetroZI100.json,2759,1222,160,240
NMEAperimetroZI100.json,2759,1225,160,250
NMEAperimetroZI100.json,2759,1184,170,100
NMEAperimetroZI100.json,2759,1186,170,110
NMEAperimetroZI100.json,2759,1189,170,120
NMEAperimetroZI100.json,2759,1191,170,130
NMEAperimetroZI100.json,2759,1194,170,140
NMEAperimetroZI100.json,2759,1196,170,150
NMEAperimetroZI100.json,2759,1199,170,160
NMEAperimetroZI100.json,2759,1201,170,170
NMEAperimetroZI100.json,2759,1204,170,180
NMEAperimetroZI100.json,2759,1206,170,190
NMEAperimetroZI100.json,2759,1209,170,200
