Name, Original Size, LZ77 Size, LOOK_AHEAD, SEARCH_SIZE
NMEArossio-atalaiao100.json,2759,1136,100,100
NMEArossio-atalaiao100.json,2759,1138,100,110
NMEArossio-atalaiao100.json,2759,1141,100,120
NMEArossio-atalaiao100.json,2759,1143,100,130
NMEArossio-atalaiao100.json,2759,1146,100,140
NMEArossio-atalaiao100.json,2759,1148,100,150
NMEArossio-atalaiao100.json,2759,1151,100,160
NMEArossio-atalaiao100.json,2759,1153,100,170
NMEArossio-atalaiao100.json,2759,1156,100,180
NMEArossio-atalaiao100.json,2759,1158,100,190
NMEArossio-atalaiao100.json,2759,1161,100,200
NMEArossio-atalaiao100.json,2759,1163,100,210
NMEArossio-atalaiao100.json,2759,1166,100,220
NMEArossio-atalaiao100.json,2759,1168,100,230
NMEArossio-atalaiao100.json,2759,1171,100,240
NMEArossio-atalaiao100.json,2759,1173,100,250
NMEArossio-atalaiao100.json,2759,1132,110,100
NMEArossio-atalaiao100.json,2759,1135,110,110
NMEArossio-atalaiao100.json,2759,1137,110,120
NMEArossio-atalaiao100.json,2759,1140,110,130
NMEArossio-atalaiao100.json,2759,1142,110,140
NMEArossio-atalaiao100.json,2759,1145,110,150
NMEArossio-atalaiao100.json,2759,1147,110,160
NMEArossio-atalaiao100.json,2759,1150,110,170
NMEArossio-atalaiao100.json,2759,1152,110,180
NMEArossio-atalaiao100.json,2759,1155,110,190
NMEArossio-atalaiao100.json,2759,1157,110,200
NMEArossio-atalaiao100.json,2759,1160,110,210
NMEArossio-atalaiao100.json,2759,1162,110,220
NMEArossio-atalaiao100.json,2759,1165,110,230
NMEArossio-atalaiao100.json,2759,1167,110,240
NMEArossio-atalaiao100.json,2759,1170,110,250
NMEArossio-atalaiao100.json,2759,1132,120,100
NMEArossio-atalaiao100.json,2759,1135,120,110
NMEArossio-atalaiao100.json,2759,1137,120,120
NMEArossio-atalaiao100.json,2759,1140,120,130
NMEArossio-atalaiao100.json,2759,1142,120,140
NMEArossio-atalaiao100.json,2759,1145,120,150
NMEArossio-atalaiao100.json,2759,1147,120,160
NMEArossio-atalaiao100.json,2759,1150,120,170
NMEArossio-atalaiao100.json,2759,1152,120,180
NMEArossio-atalaiao100.json,2759,1155,120,190
NMEArossio-atalaiao100.json,2759,1157,120,200
NMEArossio-atalaiao100.json,2759,1160,120,210
NMEArossio-atalaiao100.json,2759,1162,120,220
NMEArossio-atalaiao100.json,2759,1165,120,230
NMEArossio-atalaiao100.json,2759,1167,120,240
NMEArossio-atalaiao100.json,2759,1170,120,250
NMEArossio-atalaiao100.json,2759,1173,130,100
NMEArossio-atalaiao100.json,2759,1176,130,110
NMEArossio-atalaiao100.json,2759,1178,130,120
NMEArossio-atalaiao100.json,2759,1181,130,130
NMEArossio-atalaiao100.json,2759,1183,130,140
NMEArossio-atalaiao100.json,2759,1186,130,150
NMEArossio-atalaiao100.json,2759,1188,130,160
NMEArossio-atalaiao100.json,2759,1191,130,170
NMEArossio-atalaiao100.json,2759,1193,130,180
NMEArossio-atalaiao100.json,2759,1196,130,190
NMEArossio-atalaiao100.json,2759,1198,130,200
NMEArossio-atalaiao100.json,2759,1201,130,210
NMEArossio-atalaiao100.json,2759,1203,130,220
NMEArossio-atalaiao100.json,2759,1206,130,230
NMEArossio-atalaiao100.json,2759,1208,130,240
NMEArossio-atalaiao100.json,2759,1211,130,250
NMEArossio-atalaiao100.json,2759,1173,140,100
NMEArossio-atalaiao100.json,2759,1176,140,110
NMEArossio-atalaiao100.json,2759,1178,140,120
NMEArossio-atalaiao100.json,2759,1181,140,130
NMEArossio-atalaiao100.json,2759,1183,140,140
NMEArossio-atalaiao100.json,2759,1186,140,150
NMEArossio-atalaiao100.json,2759,1188,140,160
NMEArossio-atalaiao100.json,2759,1191,140,170
NMEArossio-atalaiao100.json,2759,1193,140,180
NMEArossio-atalaiao100.json,2759,1196,140,190
NMEArossio-atalaiao100.json,2759,1198,140,200
NMEArossio-atalaiao100.json,2759,1201,140,210
NMEArossio-atalaiao100.json,2759,1203,140,220
NMEArossio-atalaiao100.json,2759,1206,140,230
NMEArossio-atalaiao100.json,2759,1208,140,240
NMEArossio-atalaiao100.json,2759,1211,140,250
NMEArossio-atalaiao100.json,2759,1159,150,100
NMEArossio-atalaiao100.json,2759,1162,150,110
NMEArossio-atalaiao100.json,2759,1164,150,120
NMEArossio-atalaiao100.json,2759,1167,150,130
NMEArossio-atalaiao100.json,2759,1169,150,140
NMEArossio-atalaiao100.json,2759,1172,150,150
NMEArossio-atalaiao100.json,2759,1174,150,160
NMEArossio-atalaiao100.json,2759,1177,150,170
NMEArossio-atalaiao100.json,2759,1179,150,180
NMEArossio-atalaiao100.json,2759,1182,150,190
NMEArossio-atalaiao100.json,2759,1184,150,200
NMEArossio-atalaiao100.json,2759,1187,150,210
NMEArossio-atalaiao100.json,2759,1189,150,220
NMEArossio-atalaiao100.json,2759,1192,150,230
NMEArossio-atalaiao100.json,2759,1194,150,240
NMEArossio-atalaiao100.json,2759,1197,150,250
NMEArossio-atalaiao100.json,2759,1159,160,100
NMEArossio-atalaiao100.json,2759,1162,160,110
NMEArossio-atalaiao100.json,2759,1164,160,120
NMEArossio-atalaiao100.json,2759,1167,160,130
NMEArossio-atalaiao100.json,2759,1169,160,140
NMEArossio-atalaiao100.json,2759,1172,160,150
NMEArossio-atalaiao100.json,2759,1174,160,160
NMEArossio-atalaiao100.json,2759,1177,160,170
NMEArossio-atalaiao100.json,2759,1179,160,180
NMEArossio-atalaiao100.json,2759,1182,160,190
NMEArossio-atalaiao100.json,2759,1184,160,200
NMEArossio-atalaiao100.json,2759,1187,160,210
NMEArossio-atalaiao100.json,2759,1189,160,220
NMEArossio-atalaiao100.json,2759,1192,160,230
NMEArossio-atalaiao100.json,2759,1194,160,240
NMEArossio-atalaiao100.json,2759,1197,160,250
NMEArossio-atalaiao100.json,2759,1159,170,100
NMEArossio-atalaiao100.json,2759,1162,170,110
NMEArossio-atalaiao100.json,2759,1164,170,120
NMEArossio-atalaiao100.json,2759,1167,170,130
NMEArossio-atalaiao100.json,2759,1169,170,140
NMEArossio-atalaiao100.json,2759,1172,170,150
NMEArossio-atalaiao100.json,2759,1174,170,160
NMEArossio-atalaiao100.json,2759,1177,170,170
NMEArossio-atalaiao100.json,2759,1179,170,180
NMEArossio-atalaiao100.json,2759,1182,170,190
NMEArossio-atalaiao100.json,2759,1184,170,200
NMEArossio-atalaiao100.json,2759,1187,170,210
NMEArossio-atalaiao100.json,2759,1189,170,220
NMEArossio-atalaiao100.json,2759,1192,170,230
NMEArossio-atalaiao100.json,2759,1194,170,240
NMEArossio-atalaiao100.json,2759,1197,170,250
NMEArossio-atalaiao100.json,2759,1159,180,100
NMEArossio-atalaiao100.json,2759,1162,180,110
NMEArossio-atalaiao100.json,2759,1164,180,120
NMEArossio-atalaiao100.json,2759,1167,180,130
NMEArossio-atalaiao100.json,2759,1169,180,140
NMEArossio-atalaiao100.json,2759,1172,180,150
NMEArossio-atalaiao100.json,2759,1174,180,160
NMEArossio-atalaiao100.json,2759,1177,180,170
NMEArossio-atalaiao100.json,2759,1179,180,180
NMEArossio-atalaiao100.json,2759,1182,180,190
NMEArossio-atalaiao100.json,2759,1184,180,200
NMEArossio-atalaiao100.json,2759,1187,180,210
NMEArossio-atalaiao100.json,2759,1189,180,220
NMEArossio-atalaiao100.json,2759,1192,180,230
NMEArossio-atalaiao100.json,2759,1194,180,240
NMEArossio-atalaiao100.json,2759,1197,180,250
NMEArossio-atalaiao100.json,2759,1159,190,100
NMEArossio-atalaiao100.json,2759,1162,190,110
NMEArossio-atalaiao100.json,2759,1164,190,120
NMEArossio-atalaiao100.json,2759,1167,190,130
NMEArossio-atalaiao100.json,2759,1169,190,140
NMEArossio-atalaiao100.json,2759,1172,190,150
NMEArossio-atalaiao100.json,2759,1174,190,160
NMEArossio-atalaiao100.json,2759,1177,190,170
NMEArossio-atalaiao100.json,2759,1179,190,180
NMEArossio-atalaiao100.json,2759,1182,190,190
NMEArossio-atalaiao100.json,2759,1184,190,200
NMEArossio-atalaiao100.json,2759,1187,190,210
NMEArossio-atalaiao100.json,2759,1189,190,220
NMEArossio-atalaiao100.json,2759,1192,190,230
NMEArossio-atalaiao100.json,2759,1194,190,240
NMEArossio-atalaiao100.json,2759,1197,190,250
NMEArossio-atalaiao100.json,2759,1156,200,100
NMEArossio-atalaiao100.json,2759,1158,200,110
NMEArossio-atalaiao100.json,2759,1161,200,120
NMEArossio-atalaiao100.json,2759,1163,200,130
NMEArossio-atalaiao100.json,2759,1166,200,140
NMEArossio-atalaiao100.json,2759,1168,200,150
NMEArossio-atalaiao100.json,2759,1171,200,160
NMEArossio-atalaiao100.json,2759,1173,200,170
NMEArossio-atalaiao100.json,2759,1176,200,180
NMEArossio-atalaiao100.json,2759,1178,200,190
NMEArossio-atalaiao100.json,2759,1181,200,200
NMEArossio-atalaiao100.json,2759,1183,200,210
NMEArossio-atalaiao100.json,2759,1186,200,220
NMEArossio-atalaiao100.json,2759,1188,200,230
NMEArossio-atalaiao100.json,2759,1191,200,240
NMEArossio-atalaiao100.json,2759,1193,200,250
NMEArossio-atalaiao100.json,2759,1152,210,100
NMEArossio-atalaiao100.json,2759,1155,210,110
NMEArossio-atalaiao100.json,2759,1157,210,120
NMEArossio-atalaiao100.json,2759,1160,210,130
NMEArossio-atalaiao100.json,2759,1162,210,140
NMEArossio-atalaiao100.json,2759,1165,210,150
NMEArossio-atalaiao100.json,2759,1167,210,160
