Name, Original Size, Huffman, LZ77, LZW, LRE
NMEAperimetroZI100.json,2759,1389,2325,1584,2759
NMEArossio-estg100.json,2714,1355,2298,1574,2714
NMEAzizagZI100.json,2759,1377,2607,1602,2759
NMEAzigzagcontinente100.json,11,97,0,22,11
NMEArossio-atalaiao100.json,2759,1375,2232,1506,2759
NMEArossio-residencia100.json,2759,1389,2370,1588,2759
NMEAzigzagestadio100.json,2736,1370,2214,1502,2736
